9C79E336DE8988E71F83F98D4E9210DF,74977945228F4F9ED83F010E72F2456F,VTS,1,,2013-01-13 04:31:00,2013-01-13 04:48:00,3,1020,5.71,-73.999199,40.726509,-73.927689,40.701855
849E486825860106403FB991A763BCC3,1E9097F7A5E04AF47079C6C8E043C29E,VTS,1,,2013-01-13 11:02:00,2013-01-13 11:12:00,1,600,1.90,-74.004639,40.741936,-74.004013,40.717194
FCFFBC6FFBA23178D9C569CAE435020F,4A236F3DCDBA7E154FB16369629DAC61,VTS,1,,2013-01-13 10:25:00,2013-01-13 10:32:00,1,420,1.78,-73.970642,40.788513,-73.982323,40.768085
0B3D3D51C78E944F68DC04209E86D5F7,E1854037AF1B2A984F3C56208C66539D,VTS,1,,2013-01-13 11:05:00,2013-01-13 11:11:00,5,360,1.15,-73.99144,40.750179,-73.980179,40.758667
9C79E336DE8988E71F83F98D4E9210DF,74977945228F4F9ED83F010E72F2456F,VTS,1,,2013-01-13 10:29:00,2013-01-13 10:39:00,3,600,4.51,-73.957382,40.77718,-73.975319,40.72924
4F7C132D3130970CFA892CC858F5ECB5,BBCD16FCD37E7B7761AC2C391CA87134,VTS,1,,2013-01-13 10:31:00,2013-01-13 10:36:00,6,300,1.15,-73.977638,40.746529,-73.983444,40.753937
D5C7CD37EA4D372D00F0A681CDC93F11,B2408366889E147E847DDB81C7D0004D,VTS,1,,2013-01-13 07:46:00,2013-01-13 07:54:00,6,480,2.87,-73.995705,40.725113,-73.999596,40.754784
BB8B5987269FE82C5A9CAA78DE6E2F8D,E6B437F8309AB1D2899AD0F671A4CAB2,VTS,1,,2013-01-13 08:02:00,2013-01-13 08:13:00,1,660,2.78,-73.962105,40.773525,-73.990074,40.74828
9C79E336DE8988E71F83F98D4E9210DF,74977945228F4F9ED83F010E72F2456F,VTS,1,,2013-01-13 08:05:00,2013-01-13 08:11:00,3,360,3.78,-73.949837,40.772297,-73.976707,40.728901
171FD91CBF0D6FABF499A9452A4950D5,91FAD514BC3A214E6ADFB329565EF4BE,VTS,1,,2013-01-13 07:20:00,2013-01-13 07:21:00,1,60,.30,-73.991913,40.750301,-73.991913,40.750301
D5C7CD37EA4D372D00F0A681CDC93F11,B2408366889E147E847DDB81C7D0004D,VTS,1,,2013-01-13 09:36:00,2013-01-13 09:40:00,5,240,2.03,-73.985703,40.736126,-73.971924,40.757359
FCFFBC6FFBA23178D9C569CAE435020F,4A236F3DCDBA7E154FB16369629DAC61,VTS,1,,2013-01-13 09:18:00,2013-01-13 09:43:00,1,1500,6.79,-73.99308,40.665047,-73.998222,40.745247
171FD91CBF0D6FABF499A9452A4950D5,91FAD514BC3A214E6ADFB329565EF4BE,VTS,1,,2013-01-13 07:00:00,2013-01-13 07:18:00,1,1080,6.68,-73.964462,40.807468,-73.99118,40.751438
9C79E336DE8988E71F83F98D4E9210DF,74977945228F4F9ED83F010E72F2456F,VTS,1,,2013-01-13 07:19:00,2013-01-13 07:26:00,3,420,2.82,-73.946564,40.776638,-73.93718,40.805141
BB8B5987269FE82C5A9CAA78DE6E2F8D,E6B437F8309AB1D2899AD0F671A4CAB2,VTS,1,,2013-01-13 09:33:00,2013-01-13 09:49:00,1,960,7.20,-73.948837,40.772678,-73.927269,40.865517
B6585890F68EE02702F32DECDEABC2A8,E52F4A82FCD261E1DFBBCFF92FF80407,VTS,1,,2013-01-13 09:28:00,2013-01-13 09:47:00,6,1140,6.03,-73.962036,40.812279,-73.995369,40.749832
BB8B5987269FE82C5A9CAA78DE6E2F8D,E6B437F8309AB1D2899AD0F671A4CAB2,VTS,1,,2013-01-13 10:30:00,2013-01-13 10:34:00,1,240,.68,-73.979774,40.785824,-73.982025,40.778946
171FD91CBF0D6FABF499A9452A4950D5,55FC9A329CA8D3C8C2E5F8386C8596B8,VTS,1,,2013-01-13 04:26:00,2013-01-13 04:39:00,1,780,4.70,-73.985909,40.722748,-73.931145,40.703815
D5C7CD37EA4D372D00F0A681CDC93F11,5BAFA67E50E8A2AE7084D64F4643C5EC,VTS,1,,2013-01-13 04:24:00,2013-01-13 04:38:00,5,840,4.00,-73.940102,40.709167,-73.982536,40.695984
B0E3A2CF1A7FDC886F9C776301C42F5B,9614FC7C06DE9B0D301D9A28F1520CB8,VTS,1,,2013-01-13 10:32:00,2013-01-13 10:36:00,5,240,1.22,-73.941399,40.796196,-73.952209,40.789986
849E486825860106403FB991A763BCC3,FB1525F82A15A022A136F89644F37AA4,VTS,1,,2013-01-13 04:29:00,2013-01-13 04:49:00,1,1200,7.54,-73.986923,40.687801,-74.004662,40.60844
FCFFBC6FFBA23178D9C569CAE435020F,4A236F3DCDBA7E154FB16369629DAC61,VTS,1,,2013-01-13 10:33:00,2013-01-13 10:40:00,1,420,2.32,-73.98185,40.766106,-74.003685,40.744427
171FD91CBF0D6FABF499A9452A4950D5,55FC9A329CA8D3C8C2E5F8386C8596B8,VTS,1,,2013-01-13 03:55:00,2013-01-13 04:00:00,1,300,1.10,-73.97683,40.753971,-73.980453,40.743431
0B3D3D51C78E944F68DC04209E86D5F7,E1854037AF1B2A984F3C56208C66539D,VTS,1,,2013-01-13 09:14:00,2013-01-13 09:22:00,5,480,.91,-73.99604,40.759808,-73.983543,40.754921
171FD91CBF0D6FABF499A9452A4950D5,91FAD514BC3A214E6ADFB329565EF4BE,VTS,1,,2013-01-13 09:26:00,2013-01-13 09:29:00,1,180,.84,-73.992027,40.737938,-74.000366,40.730099
4F7C132D3130970CFA892CC858F5ECB5,BBCD16FCD37E7B7761AC2C391CA87134,VTS,3,,2013-01-13 06:20:00,2013-01-13 06:46:00,6,1560,17.91,-73.968506,40.755573,-74.1828,40.687912
171FD91CBF0D6FABF499A9452A4950D5,91FAD514BC3A214E6ADFB329565EF4BE,VTS,1,,2013-01-13 06:31:00,2013-01-13 06:42:00,1,660,2.71,-73.955994,40.771923,-73.950371,40.797379
B6585890F68EE02702F32DECDEABC2A8,E52F4A82FCD261E1DFBBCFF92FF80407,VTS,1,,2013-01-13 11:02:00,2013-01-13 11:22:00,3,1200,9.69,-73.975616,40.776398,-73.870308,40.772919
0B3D3D51C78E944F68DC04209E86D5F7,E1854037AF1B2A984F3C56208C66539D,VTS,1,,2013-01-13 09:29:00,2013-01-13 09:34:00,5,300,.79,-73.986671,40.729774,-73.981804,40.736588
0B3D3D51C78E944F68DC04209E86D5F7,E1854037AF1B2A984F3C56208C66539D,VTS,1,,2013-01-13 06:26:00,2013-01-13 06:43:00,5,1020,6.12,-74.000504,40.727257,-73.927498,40.741783
B6585890F68EE02702F32DECDEABC2A8,2E0CA2421982DDF5DC7574CFA58DBC84,VTS,1,,2013-01-13 03:31:00,2013-01-13 03:37:00,2,360,1.07,-73.989693,40.720394,-74.002319,40.719795
4F7C132D3130970CFA892CC858F5ECB5,BBCD16FCD37E7B7761AC2C391CA87134,VTS,1,,2013-01-13 09:41:00,2013-01-13 09:44:00,6,180,1.88,-73.972168,40.745358,-73.957535,40.765656
FCFFBC6FFBA23178D9C569CAE435020F,FD060E0451211FA9F968BBEBE7F2AA3D,VTS,1,,2013-01-13 04:38:00,2013-01-13 04:50:00,5,720,3.29,-74.005379,40.739807,-73.989563,40.77293
B0E3A2CF1A7FDC886F9C776301C42F5B,9614FC7C06DE9B0D301D9A28F1520CB8,VTS,1,,2013-01-13 10:43:00,2013-01-13 10:46:00,5,180,.93,-73.948074,40.798523,-73.952515,40.789627
849E486825860106403FB991A763BCC3,1E9097F7A5E04AF47079C6C8E043C29E,VTS,1,,2013-01-13 10:39:00,2013-01-13 10:46:00,1,420,.96,-74.008286,40.748798,-73.99894,40.740158
D5C7CD37EA4D372D00F0A681CDC93F11,B2408366889E147E847DDB81C7D0004D,VTS,1,,2013-01-13 10:37:00,2013-01-13 10:44:00,5,420,1.48,-73.994499,40.732998,-73.994499,40.732998
B6585890F68EE02702F32DECDEABC2A8,E52F4A82FCD261E1DFBBCFF92FF80407,VTS,1,,2013-01-13 10:52:00,2013-01-13 10:55:00,4,180,.87,-73.990036,40.767036,-73.981247,40.772732
849E486825860106403FB991A763BCC3,FB1525F82A15A022A136F89644F37AA4,VTS,1,,2013-01-13 03:31:00,2013-01-13 03:41:00,1,600,1.68,-73.986061,40.722317,-74.00296,40.734196
BB8B5987269FE82C5A9CAA78DE6E2F8D,E6B437F8309AB1D2899AD0F671A4CAB2,VTS,1,,2013-01-13 10:37:00,2013-01-13 10:38:00,1,60,.04,-73.980003,40.773861,-73.981895,40.773746
FCFFBC6FFBA23178D9C569CAE435020F,FD060E0451211FA9F968BBEBE7F2AA3D,VTS,1,,2013-01-13 04:56:00,2013-01-13 05:04:00,5,480,2.77,-73.996368,40.763546,-73.993103,40.735783
171FD91CBF0D6FABF499A9452A4950D5,91FAD514BC3A214E6ADFB329565EF4BE,VTS,1,,2013-01-13 11:42:00,2013-01-13 11:56:00,1,840,5.15,-73.953873,40.821888,-73.98484,40.76852
B0E3A2CF1A7FDC886F9C776301C42F5B,9614FC7C06DE9B0D301D9A28F1520CB8,VTS,1,,2013-01-13 11:55:00,2013-01-13 12:01:00,5,360,1.33,-73.985046,40.736458,-73.99836,40.726273
9C79E336DE8988E71F83F98D4E9210DF,74977945228F4F9ED83F010E72F2456F,VTS,1,,2013-01-13 11:13:00,2013-01-13 11:24:00,3,660,2.37,-73.98439,40.779968,-73.952576,40.778351
D5C7CD37EA4D372D00F0A681CDC93F11,5BAFA67E50E8A2AE7084D64F4643C5EC,VTS,1,,2013-01-13 02:26:00,2013-01-13 02:42:00,5,960,6.88,-73.937317,40.702396,-73.904022,40.767052
171FD91CBF0D6FABF499A9452A4950D5,55FC9A329CA8D3C8C2E5F8386C8596B8,VTS,1,,2013-01-13 02:33:00,2013-01-13 02:45:00,1,720,3.31,-73.985733,40.731068,-73.980812,40.763885
D5C7CD37EA4D372D00F0A681CDC93F11,B2408366889E147E847DDB81C7D0004D,VTS,1,,2013-01-13 09:43:00,2013-01-13 09:43:00,6,0,.26,-73.970451,40.764542,-73.970451,40.764542
0B3D3D51C78E944F68DC04209E86D5F7,C547778100387B58D789079F2D0ECA17,VTS,1,,2013-01-13 02:38:00,2013-01-13 02:42:00,6,240,.66,-73.979393,40.743683,-73.986214,40.746632
171FD91CBF0D6FABF499A9452A4950D5,91FAD514BC3A214E6ADFB329565EF4BE,VTS,1,,2013-01-13 07:25:00,2013-01-13 07:28:00,1,180,.66,-73.989243,40.758068,-73.980286,40.76078
4F7C132D3130970CFA892CC858F5ECB5,BBCD16FCD37E7B7761AC2C391CA87134,VTS,1,,2013-01-13 07:37:00,2013-01-13 07:39:00,6,120,.52,-73.960907,40.769936,-73.964607,40.767014
B0E3A2CF1A7FDC886F9C776301C42F5B,9614FC7C06DE9B0D301D9A28F1520CB8,VTS,1,,2013-01-13 09:40:00,2013-01-13 09:47:00,5,420,1.71,-73.982277,40.756439,-74.001015,40.756271
4F7C132D3130970CFA892CC858F5ECB5,BBCD16FCD37E7B7761AC2C391CA87134,VTS,1,,2013-01-13 07:12:00,2013-01-13 07:14:00,6,120,.51,-74.002121,40.728039,-73.995476,40.725277
849E486825860106403FB991A763BCC3,1E9097F7A5E04AF47079C6C8E043C29E,VTS,1,,2013-01-13 09:28:00,2013-01-13 09:46:00,1,1080,3.29,-73.991356,40.697571,-74.005692,40.717857
9C79E336DE8988E71F83F98D4E9210DF,74977945228F4F9ED83F010E72F2456F,VTS,1,,2013-01-13 09:23:00,2013-01-13 09:53:00,3,1800,14.04,-73.984009,40.743298,-73.871262,40.774227
9C79E336DE8988E71F83F98D4E9210DF,74977945228F4F9ED83F010E72F2456F,VTS,1,,2013-01-13 07:50:00,2013-01-13 07:53:00,3,180,.96,-73.958954,40.781021,-73.945793,40.777805
BB8B5987269FE82C5A9CAA78DE6E2F8D,27B3241326886C048B44024E7F7C1001,VTS,1,,2013-01-13 03:20:00,2013-01-13 03:36:00,1,960,5.65,-73.983055,40.766487,-73.892593,40.748051
0B3D3D51C78E944F68DC04209E86D5F7,E1854037AF1B2A984F3C56208C66539D,VTS,1,,2013-01-13 11:49:00,2013-01-13 11:54:00,5,300,1.44,-73.955055,40.773224,-73.966103,40.755524
849E486825860106403FB991A763BCC3,1E9097F7A5E04AF47079C6C8E043C29E,VTS,1,,2013-01-13 11:47:00,2013-01-13 11:58:00,1,660,1.70,-73.993385,40.735012,-73.985565,40.720566
0B3D3D51C78E944F68DC04209E86D5F7,E1854037AF1B2A984F3C56208C66539D,VTS,1,,2013-01-13 07:16:00,2013-01-13 07:23:00,5,420,1.54,-73.954262,40.763885,-73.953987,40.778782
0B3D3D51C78E944F68DC04209E86D5F7,E1854037AF1B2A984F3C56208C66539D,VTS,1,,2013-01-13 10:31:00,2013-01-13 10:36:00,5,300,1.67,-73.993164,40.753017,-73.967346,40.762012
0B3D3D51C78E944F68DC04209E86D5F7,E1854037AF1B2A984F3C56208C66539D,VTS,1,,2013-01-13 08:17:00,2013-01-13 08:23:00,6,360,3.37,-73.981224,40.741512,-73.953018,40.780231
171FD91CBF0D6FABF499A9452A4950D5,91FAD514BC3A214E6ADFB329565EF4BE,VTS,1,,2013-01-13 09:48:00,2013-01-13 09:53:00,1,300,1.14,-73.96151,40.769165,-73.951172,40.770222
4F7C132D3130970CFA892CC858F5ECB5,BBCD16FCD37E7B7761AC2C391CA87134,VTS,1,,2013-01-13 09:50:00,2013-01-13 09:52:00,6,120,.33,-73.961975,40.7729,-73.963692,40.774109
D5C7CD37EA4D372D00F0A681CDC93F11,B2408366889E147E847DDB81C7D0004D,VTS,1,,2013-01-13 09:46:00,2013-01-13 09:52:00,5,360,1.03,-73.963409,40.773895,-73.945923,40.778824
9C79E336DE8988E71F83F98D4E9210DF,74977945228F4F9ED83F010E72F2456F,VTS,1,,2013-01-13 10:46:00,2013-01-13 10:57:00,3,660,2.05,-73.985512,40.728481,-73.991913,40.74913
FCFFBC6FFBA23178D9C569CAE435020F,4A236F3DCDBA7E154FB16369629DAC61,VTS,1,,2013-01-13 12:05:00,2013-01-13 12:15:00,1,600,1.68,-74.007629,40.73233,-73.982964,40.728176
D5C7CD37EA4D372D00F0A681CDC93F11,B2408366889E147E847DDB81C7D0004D,VTS,1,,2013-01-13 12:02:00,2013-01-13 12:11:00,6,540,2.50,-73.961563,40.77943,-73.98053,40.754772
BB8B5987269FE82C5A9CAA78DE6E2F8D,E6B437F8309AB1D2899AD0F671A4CAB2,VTS,1,,2013-01-13 11:31:00,2013-01-13 11:33:00,1,120,.49,-73.980492,40.734112,-73.982246,40.73848
BB8B5987269FE82C5A9CAA78DE6E2F8D,E6B437F8309AB1D2899AD0F671A4CAB2,VTS,1,,2013-01-13 11:18:00,2013-01-13 11:28:00,1,600,2.36,-73.972801,40.759792,-73.979691,40.732792
171FD91CBF0D6FABF499A9452A4950D5,91FAD514BC3A214E6ADFB329565EF4BE,VTS,1,,2013-01-13 11:19:00,2013-01-13 11:30:00,1,660,5.92,-73.970802,40.783398,-73.940948,40.849068
B0E3A2CF1A7FDC886F9C776301C42F5B,9614FC7C06DE9B0D301D9A28F1520CB8,VTS,1,,2013-01-13 10:52:00,2013-01-13 11:04:00,5,720,2.35,-73.952057,40.790077,-73.954803,40.815289
0B3D3D51C78E944F68DC04209E86D5F7,E1854037AF1B2A984F3C56208C66539D,VTS,1,,2013-01-13 11:20:00,2013-01-13 11:30:00,5,600,1.35,-73.960991,40.774952,-73.96154,40.76189
B0E3A2CF1A7FDC886F9C776301C42F5B,9614FC7C06DE9B0D301D9A28F1520CB8,VTS,1,,2013-01-13 11:19:00,2013-01-13 11:39:00,5,1200,5.36,-73.966805,40.804325,-73.984367,40.743454
D5C7CD37EA4D372D00F0A681CDC93F11,5BAFA67E50E8A2AE7084D64F4643C5EC,VTS,1,,2013-01-13 03:15:00,2013-01-13 03:37:00,5,1320,14.37,-73.874138,40.730904,-73.744484,40.622589
0B3D3D51C78E944F68DC04209E86D5F7,E1854037AF1B2A984F3C56208C66539D,VTS,1,,2013-01-13 09:41:00,2013-01-13 09:48:00,5,420,1.53,-73.979637,40.730991,-73.987808,40.740929
